Sex,PA,Subzone,AG,Floor Area,Population,Time
Male,Pasir Ris,Flora Drive,60 - 64,? 60,0,2022
Male,Pasir Ris,Flora Drive,60 - 64,> 60 - 80,20,2022
Male,Pasir Ris,Flora Drive,60 - 64,> 80 - 100,60,2022
Male,Pasir Ris,Flora Drive,60 - 64,> 100 - 120,100,2022
Male,Pasir Ris,Flora Drive,60 - 64,> 120,340,2022
Male,Pasir Ris,Flora Drive,65 - 69,Total*,430,2022
Male,Pasir Ris,Flora Drive,65 - 69,? 60,0,2022
Male,Pasir Ris,Flora Drive,65 - 69,> 60 - 80,10,2022
Male,Pasir Ris,Flora Drive,65 - 69,> 80 - 100,50,2022
Male,Pasir Ris,Flora Drive,65 - 69,> 100 - 120,60,2022
Male,Pasir Ris,Flora Drive,65 - 69,> 120,290,2022
Male,Pasir Ris,Flora Drive,70 - 74,Total*,280,2022
Male,Pasir Ris,Flora Drive,70 - 74,? 60,0,2022
Male,Pasir Ris,Flora Drive,70 - 74,> 60 - 80,0,2022
Male,Pasir Ris,Flora Drive,70 - 74,> 80 - 100,20,2022
Male,Pasir Ris,Flora Drive,70 - 74,> 100 - 120,40,2022
Male,Pasir Ris,Flora Drive,70 - 74,> 120,180,2022
Male,Pasir Ris,Flora Drive,75 - 79,Total*,150,2022
Male,Pasir Ris,Flora Drive,75 - 79,> 60 - 80,0,2022
Male,Pasir Ris,Flora Drive,75 - 79,> 80 - 100,10,2022
Male,Pasir Ris,Flora Drive,75 - 79,> 100 - 120,20,2022
Male,Pasir Ris,Flora Drive,75 - 79,> 120,90,2022
Male,Pasir Ris,Flora Drive,80 - 84,Total*,110,2022
Male,Pasir Ris,Flora Drive,80 - 84,? 60,0,2022
Male,Pasir Ris,Flora Drive,80 - 84,> 60 - 80,0,2022
Male,Pasir Ris,Flora Drive,80 - 84,> 80 - 100,10,2022
Male,Pasir Ris,Flora Drive,80 - 84,> 100 - 120,10,2022
Male,Pasir Ris,Flora Drive,80 - 84,> 120,50,2022
Male,Pasir Ris,Flora Drive,85 - 89,Total*,40,2022
Male,Pasir Ris,Flora Drive,85 - 89,> 60 - 80,0,2022
Male,Pasir Ris,Flora Drive,85 - 89,> 80 - 100,0,2022
Male,Pasir Ris,Flora Drive,85 - 89,> 100 - 120,0,2022
Male,Pasir Ris,Flora Drive,85 - 89,> 120,20,2022
Male,Pasir Ris,Flora Drive,90 & Over,Total*,30,2022
Male,Pasir Ris,Flora Drive,90 & Over,> 60 - 80,0,2022
Male,Pasir Ris,Flora Drive,90 & Over,> 80 - 100,0,2022
Male,Pasir Ris,Flora Drive,90 & Over,> 100 - 120,0,2022
Male,Pasir Ris,Flora Drive,90 & Over,> 120,10,2022
Male,Pasir Ris,Loyang East,0 - 4,Total*,30,2022
Male,Pasir Ris,Loyang East,0 - 4,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,0 - 4,> 120,30,2022
Male,Pasir Ris,Loyang East,15 - 19,Total*,70,2022
Male,Pasir Ris,Loyang East,15 - 19,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,15 - 19,> 120,70,2022
Male,Pasir Ris,Loyang East,20 - 24,Total*,70,2022
Male,Pasir Ris,Loyang East,20 - 24,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,20 - 24,> 120,70,2022
Male,Pasir Ris,Loyang East,25 - 29,Total*,90,2022
Male,Pasir Ris,Loyang East,25 - 29,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,25 - 29,> 120,90,2022
Male,Pasir Ris,Loyang East,30 - 34,Total*,60,2022
Male,Pasir Ris,Loyang East,30 - 34,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,30 - 34,> 120,60,2022
Male,Pasir Ris,Loyang East,35 - 39,Total*,40,2022
Male,Pasir Ris,Loyang East,35 - 39,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,35 - 39,> 120,40,2022
Male,Pasir Ris,Loyang East,40 - 44,Total*,60,2022
Male,Pasir Ris,Loyang East,40 - 44,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,40 - 44,> 120,50,2022
Male,Pasir Ris,Loyang East,45 - 49,Total*,80,2022
Male,Pasir Ris,Loyang East,45 - 49,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,45 - 49,> 120,70,2022
Male,Pasir Ris,Loyang East,50 - 54,Total*,80,2022
Male,Pasir Ris,Loyang East,50 - 54,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,50 - 54,> 120,80,2022
Male,Pasir Ris,Loyang East,55 - 59,Total*,70,2022
Male,Pasir Ris,Loyang East,55 - 59,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,55 - 59,> 120,70,2022
Male,Pasir Ris,Loyang East,60 - 64,Total*,100,2022
Male,Pasir Ris,Loyang East,60 - 64,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,60 - 64,> 120,90,2022
Male,Pasir Ris,Loyang East,65 - 69,Total*,100,2022
Male,Pasir Ris,Loyang East,65 - 69,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,65 - 69,> 120,100,2022
Male,Pasir Ris,Loyang East,70 - 74,Total*,60,2022
Male,Pasir Ris,Loyang East,70 - 74,> 80 - 100,0,2022
Male,Pasir Ris,Loyang East,70 - 74,> 120,60,2022
Male,Pasir Ris,Loyang East,75 - 79,Total*,30,2022
Male,Pasir Ris,Loyang East,75 - 79,> 120,30,2022
Male,Pasir Ris,Loyang East,80 - 84,Total*,20,2022
Male,Pasir Ris,Loyang East,80 - 84,> 120,20,2022
Male,Pasir Ris,Loyang East,85 - 89,Total*,10,2022
Male,Pasir Ris,Loyang East,85 - 89,> 100 - 120,0,2022
Male,Pasir Ris,Loyang East,85 - 89,> 120,10,2022
Male,Pasir Ris,Loyang East,90 & Over,Total*,0,2022
Male,Pasir Ris,Loyang East,90 & Over,> 120,0,2022
Male,Pasir Ris,Loyang West,30 - 34,Total*,0,2022
Male,Pasir Ris,Loyang West,45 - 49,Total*,0,2022
Male,Pasir Ris,Loyang West,50 - 54,Total*,0,2022
Male,Pasir Ris,Loyang West,55 - 59,Total*,10,2022
Male,Pasir Ris,Loyang West,60 - 64,Total*,10,2022
Male,Pasir Ris,Loyang West,65 - 69,Total*,10,2022
Male,Pasir Ris,Loyang West,70 - 74,Total*,20,2022
Male,Pasir Ris,Loyang West,75 - 79,Total*,10,2022
Male,Pasir Ris,Loyang West,80 - 84,Total*,20,2022
Male,Pasir Ris,Loyang West,85 - 89,Total*,10,2022
Male,Pasir Ris,Loyang West,90 & Over,Total*,10,2022
Male,Pasir Ris,Pasir Ris Central,0 - 4,Total*,750,2022
Male,Pasir Ris,Pasir Ris Central,0 - 4,? 60,10,2022
Male,Pasir Ris,Pasir Ris Central,0 - 4,> 60 - 80,50,2022
Male,Pasir Ris,Pasir Ris Central,0 - 4,> 80 - 100,230,2022
Male,Pasir Ris,Pasir Ris Central,0 - 4,> 100 - 120,200,2022
Male,Pasir Ris,Pasir Ris Central,0 - 4,> 120,260,2022
Male,Pasir Ris,Pasir Ris Central,15 - 19,Total*,890,2022
Male,Pasir Ris,Pasir Ris Central,15 - 19,? 60,20,2022
Male,Pasir Ris,Pasir Ris Central,15 - 19,> 60 - 80,20,2022
Male,Pasir Ris,Pasir Ris Central,15 - 19,> 80 - 100,90,2022
Male,Pasir Ris,Pasir Ris Central,15 - 19,> 100 - 120,190,2022
Male,Pasir Ris,Pasir Ris Central,15 - 19,> 120,570,2022
Male,Pasir Ris,Pasir Ris Central,20 - 24,Total*,"1,140",2022
Male,Pasir Ris,Pasir Ris Central,20 - 24,? 60,20,2022
Male,Pasir Ris,Pasir Ris Central,20 - 24,> 60 - 80,30,2022
Male,Pasir Ris,Pasir Ris Central,20 - 24,> 80 - 100,90,2022
Male,Pasir Ris,Pasir Ris Central,20 - 24,> 100 - 120,270,2022
Male,Pasir Ris,Pasir Ris Central,20 - 24,> 120,730,2022
Male,Pasir Ris,Pasir Ris Central,25 - 29,Total*,"1,390",2022
Male,Pasir Ris,Pasir Ris Central,25 - 29,? 60,20,2022
Male,Pasir Ris,Pasir Ris Central,25 - 29,> 60 - 80,30,2022
Male,Pasir Ris,Pasir Ris Central,25 - 29,> 80 - 100,120,2022
Male,Pasir Ris,Pasir Ris Central,25 - 29,> 100 - 120,310,2022
Male,Pasir Ris,Pasir Ris Central,25 - 29,> 120,920,2022
Male,Pasir Ris,Pasir Ris Central,30 - 34,Total*,"1,150",2022
Male,Pasir Ris,Pasir Ris Central,30 - 34,? 60,20,2022
Male,Pasir Ris,Pasir Ris Central,30 - 34,> 60 - 80,90,2022
Male,Pasir Ris,Pasir Ris Central,30 - 34,> 80 - 100,210,2022
Male,Pasir Ris,Pasir Ris Central,30 - 34,> 100 - 120,260,2022
Male,Pasir Ris,Pasir Ris Central,30 - 34,> 120,570,2022
Male,Pasir Ris,Pasir Ris Central,35 - 39,Total*,"1,170",2022
Male,Pasir Ris,Pasir Ris Central,35 - 39,? 60,30,2022
Male,Pasir Ris,Pasir Ris Central,35 - 39,> 60 - 80,110,2022
Male,Pasir Ris,Pasir Ris Central,35 - 39,> 80 - 100,370,2022
Male,Pasir Ris,Pasir Ris Central,35 - 39,> 100 - 120,290,2022
Male,Pasir Ris,Pasir Ris Central,35 - 39,> 120,370,2022
Male,Pasir Ris,Pasir Ris Central,40 - 44,Total*,"1,130",2022
Male,Pasir Ris,Pasir Ris Central,40 - 44,? 60,40,2022
Male,Pasir Ris,Pasir Ris Central,40 - 44,> 60 - 80,100,2022
Male,Pasir Ris,Pasir Ris Central,40 - 44,> 80 - 100,300,2022
Male,Pasir Ris,Pasir Ris Central,40 - 44,> 100 - 120,250,2022
Male,Pasir Ris,Pasir Ris Central,40 - 44,> 120,450,2022
Male,Pasir Ris,Pasir Ris Central,45 - 49,Total*,"1,100",2022
Male,Pasir Ris,Pasir Ris Central,45 - 49,? 60,20,2022
Male,Pasir Ris,Pasir Ris Central,45 - 49,> 60 - 80,80,2022
Male,Pasir Ris,Pasir Ris Central,45 - 49,> 80 - 100,210,2022
Male,Pasir Ris,Pasir Ris Central,45 - 49,> 100 - 120,280,2022
Male,Pasir Ris,Pasir Ris Central,45 - 49,> 120,520,2022
Male,Pasir Ris,Pasir Ris Central,50 - 54,Total*,"1,070",2022
Male,Pasir Ris,Pasir Ris Central,50 - 54,? 60,30,2022
Male,Pasir Ris,Pasir Ris Central,50 - 54,> 60 - 80,70,2022
Male,Pasir Ris,Pasir Ris Central,50 - 54,> 80 - 100,120,2022
Male,Pasir Ris,Pasir Ris Central,50 - 54,> 100 - 120,230,2022
Male,Pasir Ris,Pasir Ris Central,50 - 54,> 120,620,2022
Male,Pasir Ris,Pasir Ris Central,55 - 59,Total*,"1,330",2022
Male,Pasir Ris,Pasir Ris Central,55 - 59,? 60,30,2022
Male,Pasir Ris,Pasir Ris Central,55 - 59,> 60 - 80,50,2022
Male,Pasir Ris,Pasir Ris Central,55 - 59,> 80 - 100,130,2022
Male,Pasir Ris,Pasir Ris Central,55 - 59,> 100 - 120,320,2022
Male,Pasir Ris,Pasir Ris Central,55 - 59,> 120,800,2022
Male,Pasir Ris,Pasir Ris Central,60 - 64,Total*,"1,200",2022
Male,Pasir Ris,Pasir Ris Central,60 - 64,? 60,30,2022
Male,Pasir Ris,Pasir Ris Central,60 - 64,> 60 - 80,40,2022
Male,Pasir Ris,Pasir Ris Central,60 - 64,> 80 - 100,90,2022
Male,Pasir Ris,Pasir Ris Central,60 - 64,> 100 - 120,270,2022
Male,Pasir Ris,Pasir Ris Central,60 - 64,> 120,770,2022
Male,Pasir Ris,Pasir Ris Central,65 - 69,Total*,780,2022
Male,Pasir Ris,Pasir Ris Central,65 - 69,? 60,30,2022
Male,Pasir Ris,Pasir Ris Central,65 - 69,> 60 - 80,20,2022
Male,Pasir Ris,Pasir Ris Central,65 - 69,> 80 - 100,40,2022
Male,Pasir Ris,Pasir Ris Central,65 - 69,> 100 - 120,160,2022
Male,Pasir Ris,Pasir Ris Central,65 - 69,> 120,530,2022
Male,Pasir Ris,Pasir Ris Central,70 - 74,Total*,490,2022
Male,Pasir Ris,Pasir Ris Central,70 - 74,? 60,20,2022
Male,Pasir Ris,Pasir Ris Central,70 - 74,> 60 - 80,30,2022
Male,Pasir Ris,Pasir Ris Central,70 - 74,> 80 - 100,30,2022
Male,Pasir Ris,Pasir Ris Central,70 - 74,> 100 - 120,90,2022
Male,Pasir Ris,Pasir Ris Central,70 - 74,> 120,330,2022
Male,Pasir Ris,Pasir Ris Central,75 - 79,Total*,240,2022
Male,Pasir Ris,Pasir Ris Central,75 - 79,? 60,10,2022
Male,Pasir Ris,Pasir Ris Central,75 - 79,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Central,75 - 79,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Central,75 - 79,> 100 - 120,50,2022
Male,Pasir Ris,Pasir Ris Central,75 - 79,> 120,150,2022
Male,Pasir Ris,Pasir Ris Central,80 - 84,Total*,120,2022
Male,Pasir Ris,Pasir Ris Central,80 - 84,? 60,10,2022
Male,Pasir Ris,Pasir Ris Central,80 - 84,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Central,80 - 84,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Central,80 - 84,> 100 - 120,30,2022
Male,Pasir Ris,Pasir Ris Central,80 - 84,> 120,70,2022
Male,Pasir Ris,Pasir Ris Central,85 - 89,Total*,70,2022
Male,Pasir Ris,Pasir Ris Central,85 - 89,? 60,0,2022
Male,Pasir Ris,Pasir Ris Central,85 - 89,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Central,85 - 89,> 80 - 100,0,2022
Male,Pasir Ris,Pasir Ris Central,85 - 89,> 100 - 120,20,2022
Male,Pasir Ris,Pasir Ris Central,85 - 89,> 120,50,2022
Male,Pasir Ris,Pasir Ris Central,90 & Over,Total*,30,2022
Male,Pasir Ris,Pasir Ris Central,90 & Over,? 60,0,2022
Male,Pasir Ris,Pasir Ris Central,90 & Over,> 60 - 80,0,2022
Male,Pasir Ris,Pasir Ris Central,90 & Over,> 80 - 100,0,2022
Male,Pasir Ris,Pasir Ris Central,90 & Over,> 100 - 120,10,2022
Male,Pasir Ris,Pasir Ris Central,90 & Over,> 120,20,2022
Male,Pasir Ris,Pasir Ris Drive,0 - 4,Total*,890,2022
Male,Pasir Ris,Pasir Ris Drive,0 - 4,? 60,0,2022
Male,Pasir Ris,Pasir Ris Drive,0 - 4,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Drive,0 - 4,> 100 - 120,390,2022
Male,Pasir Ris,Pasir Ris Drive,0 - 4,> 120,490,2022
Male,Pasir Ris,Pasir Ris Drive,15 - 19,Total*,"1,500",2022
Male,Pasir Ris,Pasir Ris Drive,15 - 19,? 60,10,2022
Male,Pasir Ris,Pasir Ris Drive,15 - 19,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Drive,15 - 19,> 100 - 120,540,2022
Male,Pasir Ris,Pasir Ris Drive,15 - 19,> 120,930,2022
Male,Pasir Ris,Pasir Ris Drive,20 - 24,Total*,"2,210",2022
Male,Pasir Ris,Pasir Ris Drive,20 - 24,? 60,20,2022
Male,Pasir Ris,Pasir Ris Drive,20 - 24,> 80 - 100,20,2022
Male,Pasir Ris,Pasir Ris Drive,20 - 24,> 100 - 120,800,2022
Male,Pasir Ris,Pasir Ris Drive,20 - 24,> 120,"1,380",2022
Male,Pasir Ris,Pasir Ris Drive,25 - 29,Total*,"2,920",2022
Male,Pasir Ris,Pasir Ris Drive,25 - 29,? 60,30,2022
Male,Pasir Ris,Pasir Ris Drive,25 - 29,> 80 - 100,30,2022
Male,Pasir Ris,Pasir Ris Drive,25 - 29,> 100 - 120,"1,190",2022
Male,Pasir Ris,Pasir Ris Drive,25 - 29,> 120,"1,670",2022
Male,Pasir Ris,Pasir Ris Drive,30 - 34,Total*,"2,120",2022
Male,Pasir Ris,Pasir Ris Drive,30 - 34,? 60,10,2022
Male,Pasir Ris,Pasir Ris Drive,30 - 34,> 80 - 100,40,2022
Male,Pasir Ris,Pasir Ris Drive,30 - 34,> 100 - 120,970,2022
Male,Pasir Ris,Pasir Ris Drive,30 - 34,> 120,"1,110",2022
Male,Pasir Ris,Pasir Ris Drive,35 - 39,Total*,"1,210",2022
Male,Pasir Ris,Pasir Ris Drive,35 - 39,? 60,10,2022
Male,Pasir Ris,Pasir Ris Drive,35 - 39,> 80 - 100,30,2022
Male,Pasir Ris,Pasir Ris Drive,35 - 39,> 100 - 120,500,2022
Male,Pasir Ris,Pasir Ris Drive,35 - 39,> 120,680,2022
Male,Pasir Ris,Pasir Ris Drive,40 - 44,Total*,"1,300",2022
Male,Pasir Ris,Pasir Ris Drive,40 - 44,? 60,10,2022
Male,Pasir Ris,Pasir Ris Drive,40 - 44,> 80 - 100,20,2022
Male,Pasir Ris,Pasir Ris Drive,40 - 44,> 100 - 120,560,2022
Male,Pasir Ris,Pasir Ris Drive,40 - 44,> 120,710,2022
Male,Pasir Ris,Pasir Ris Drive,45 - 49,Total*,"1,400",2022
Male,Pasir Ris,Pasir Ris Drive,45 - 49,? 60,20,2022
Male,Pasir Ris,Pasir Ris Drive,45 - 49,> 80 - 100,20,2022
Male,Pasir Ris,Pasir Ris Drive,45 - 49,> 100 - 120,620,2022
Male,Pasir Ris,Pasir Ris Drive,45 - 49,> 120,750,2022
Male,Pasir Ris,Pasir Ris Drive,50 - 54,Total*,"1,750",2022
Male,Pasir Ris,Pasir Ris Drive,50 - 54,? 60,20,2022
Male,Pasir Ris,Pasir Ris Drive,50 - 54,> 80 - 100,30,2022
Male,Pasir Ris,Pasir Ris Drive,50 - 54,> 100 - 120,680,2022
Male,Pasir Ris,Pasir Ris Drive,50 - 54,> 120,"1,020",2022
Male,Pasir Ris,Pasir Ris Drive,55 - 59,Total*,"2,610",2022
Male,Pasir Ris,Pasir Ris Drive,55 - 59,? 60,30,2022
Male,Pasir Ris,Pasir Ris Drive,55 - 59,> 80 - 100,40,2022
Male,Pasir Ris,Pasir Ris Drive,55 - 59,> 100 - 120,"1,080",2022
Male,Pasir Ris,Pasir Ris Drive,55 - 59,> 120,"1,470",2022
Male,Pasir Ris,Pasir Ris Drive,60 - 64,Total*,"2,480",2022
Male,Pasir Ris,Pasir Ris Drive,60 - 64,? 60,20,2022
Male,Pasir Ris,Pasir Ris Drive,60 - 64,> 80 - 100,40,2022
Male,Pasir Ris,Pasir Ris Drive,60 - 64,> 100 - 120,"1,060",2022
Male,Pasir Ris,Pasir Ris Drive,60 - 64,> 120,"1,360",2022
Male,Pasir Ris,Pasir Ris Drive,65 - 69,Total*,"1,680",2022
Male,Pasir Ris,Pasir Ris Drive,65 - 69,? 60,60,2022
Male,Pasir Ris,Pasir Ris Drive,65 - 69,> 80 - 100,30,2022
Male,Pasir Ris,Pasir Ris Drive,65 - 69,> 100 - 120,710,2022
Male,Pasir Ris,Pasir Ris Drive,65 - 69,> 120,890,2022
Male,Pasir Ris,Pasir Ris Drive,70 - 74,Total*,"1,070",2022
Male,Pasir Ris,Pasir Ris Drive,70 - 74,? 60,40,2022
Male,Pasir Ris,Pasir Ris Drive,70 - 74,> 80 - 100,20,2022
Male,Pasir Ris,Pasir Ris Drive,70 - 74,> 100 - 120,440,2022
Male,Pasir Ris,Pasir Ris Drive,70 - 74,> 120,560,2022
Male,Pasir Ris,Pasir Ris Drive,75 - 79,Total*,480,2022
Male,Pasir Ris,Pasir Ris Drive,75 - 79,? 60,30,2022
Male,Pasir Ris,Pasir Ris Drive,75 - 79,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Drive,75 - 79,> 100 - 120,200,2022
Male,Pasir Ris,Pasir Ris Drive,75 - 79,> 120,250,2022
Male,Pasir Ris,Pasir Ris Drive,80 - 84,Total*,250,2022
Male,Pasir Ris,Pasir Ris Drive,80 - 84,? 60,20,2022
Male,Pasir Ris,Pasir Ris Drive,80 - 84,> 80 - 100,0,2022
Male,Pasir Ris,Pasir Ris Drive,80 - 84,> 100 - 120,100,2022
Male,Pasir Ris,Pasir Ris Drive,80 - 84,> 120,140,2022
Male,Pasir Ris,Pasir Ris Drive,85 - 89,Total*,110,2022
Male,Pasir Ris,Pasir Ris Drive,85 - 89,? 60,0,2022
Male,Pasir Ris,Pasir Ris Drive,85 - 89,> 80 - 100,0,2022
Male,Pasir Ris,Pasir Ris Drive,85 - 89,> 100 - 120,60,2022
Male,Pasir Ris,Pasir Ris Drive,85 - 89,> 120,50,2022
Male,Pasir Ris,Pasir Ris Drive,90 & Over,Total*,60,2022
Male,Pasir Ris,Pasir Ris Drive,90 & Over,? 60,0,2022
Male,Pasir Ris,Pasir Ris Drive,90 & Over,> 80 - 100,0,2022
Male,Pasir Ris,Pasir Ris Drive,90 & Over,> 100 - 120,20,2022
Male,Pasir Ris,Pasir Ris Drive,90 & Over,> 120,40,2022
Male,Pasir Ris,Pasir Ris Park,0 - 4,Total*,230,2022
Male,Pasir Ris,Pasir Ris Park,0 - 4,? 60,0,2022
Male,Pasir Ris,Pasir Ris Park,0 - 4,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Park,0 - 4,> 80 - 100,50,2022
Male,Pasir Ris,Pasir Ris Park,0 - 4,> 100 - 120,90,2022
Male,Pasir Ris,Pasir Ris Park,0 - 4,> 120,70,2022
Male,Pasir Ris,Pasir Ris Park,15 - 19,Total*,230,2022
Male,Pasir Ris,Pasir Ris Park,15 - 19,? 60,10,2022
Male,Pasir Ris,Pasir Ris Park,15 - 19,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Park,15 - 19,> 80 - 100,40,2022
Male,Pasir Ris,Pasir Ris Park,15 - 19,> 100 - 120,70,2022
Male,Pasir Ris,Pasir Ris Park,15 - 19,> 120,100,2022
Male,Pasir Ris,Pasir Ris Park,20 - 24,Total*,240,2022
Male,Pasir Ris,Pasir Ris Park,20 - 24,? 60,0,2022
Male,Pasir Ris,Pasir Ris Park,20 - 24,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Park,20 - 24,> 80 - 100,30,2022
Male,Pasir Ris,Pasir Ris Park,20 - 24,> 100 - 120,70,2022
Male,Pasir Ris,Pasir Ris Park,20 - 24,> 120,130,2022
Male,Pasir Ris,Pasir Ris Park,25 - 29,Total*,210,2022
Male,Pasir Ris,Pasir Ris Park,25 - 29,? 60,10,2022
Male,Pasir Ris,Pasir Ris Park,25 - 29,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Park,25 - 29,> 80 - 100,50,2022
Male,Pasir Ris,Pasir Ris Park,25 - 29,> 100 - 120,60,2022
Male,Pasir Ris,Pasir Ris Park,25 - 29,> 120,80,2022
Male,Pasir Ris,Pasir Ris Park,30 - 34,Total*,200,2022
Male,Pasir Ris,Pasir Ris Park,30 - 34,? 60,20,2022
Male,Pasir Ris,Pasir Ris Park,30 - 34,> 60 - 80,30,2022
Male,Pasir Ris,Pasir Ris Park,30 - 34,> 80 - 100,40,2022
Male,Pasir Ris,Pasir Ris Park,30 - 34,> 100 - 120,50,2022
Male,Pasir Ris,Pasir Ris Park,30 - 34,> 120,60,2022
Male,Pasir Ris,Pasir Ris Park,35 - 39,Total*,300,2022
Male,Pasir Ris,Pasir Ris Park,35 - 39,? 60,20,2022
Male,Pasir Ris,Pasir Ris Park,35 - 39,> 60 - 80,40,2022
Male,Pasir Ris,Pasir Ris Park,35 - 39,> 80 - 100,80,2022
Male,Pasir Ris,Pasir Ris Park,35 - 39,> 100 - 120,90,2022
Male,Pasir Ris,Pasir Ris Park,35 - 39,> 120,70,2022
Male,Pasir Ris,Pasir Ris Park,40 - 44,Total*,460,2022
Male,Pasir Ris,Pasir Ris Park,40 - 44,? 60,30,2022
Male,Pasir Ris,Pasir Ris Park,40 - 44,> 60 - 80,50,2022
Male,Pasir Ris,Pasir Ris Park,40 - 44,> 80 - 100,90,2022
Male,Pasir Ris,Pasir Ris Park,40 - 44,> 100 - 120,150,2022
Male,Pasir Ris,Pasir Ris Park,40 - 44,> 120,140,2022
Male,Pasir Ris,Pasir Ris Park,45 - 49,Total*,390,2022
Male,Pasir Ris,Pasir Ris Park,45 - 49,? 60,20,2022
Male,Pasir Ris,Pasir Ris Park,45 - 49,> 60 - 80,30,2022
Male,Pasir Ris,Pasir Ris Park,45 - 49,> 80 - 100,80,2022
Male,Pasir Ris,Pasir Ris Park,45 - 49,> 100 - 120,130,2022
Male,Pasir Ris,Pasir Ris Park,45 - 49,> 120,130,2022
Male,Pasir Ris,Pasir Ris Park,50 - 54,Total*,360,2022
Male,Pasir Ris,Pasir Ris Park,50 - 54,? 60,10,2022
Male,Pasir Ris,Pasir Ris Park,50 - 54,> 60 - 80,30,2022
Male,Pasir Ris,Pasir Ris Park,50 - 54,> 80 - 100,70,2022
Male,Pasir Ris,Pasir Ris Park,50 - 54,> 100 - 120,110,2022
Male,Pasir Ris,Pasir Ris Park,50 - 54,> 120,130,2022
Male,Pasir Ris,Pasir Ris Park,55 - 59,Total*,290,2022
Male,Pasir Ris,Pasir Ris Park,55 - 59,? 60,10,2022
Male,Pasir Ris,Pasir Ris Park,55 - 59,> 60 - 80,20,2022
Male,Pasir Ris,Pasir Ris Park,55 - 59,> 80 - 100,50,2022
Male,Pasir Ris,Pasir Ris Park,55 - 59,> 100 - 120,100,2022
Male,Pasir Ris,Pasir Ris Park,55 - 59,> 120,110,2022
Male,Pasir Ris,Pasir Ris Park,60 - 64,Total*,170,2022
Male,Pasir Ris,Pasir Ris Park,60 - 64,? 60,10,2022
Male,Pasir Ris,Pasir Ris Park,60 - 64,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Park,60 - 64,> 80 - 100,40,2022
Male,Pasir Ris,Pasir Ris Park,60 - 64,> 100 - 120,50,2022
Male,Pasir Ris,Pasir Ris Park,60 - 64,> 120,70,2022
Male,Pasir Ris,Pasir Ris Park,65 - 69,Total*,100,2022
Male,Pasir Ris,Pasir Ris Park,65 - 69,? 60,10,2022
Male,Pasir Ris,Pasir Ris Park,65 - 69,> 60 - 80,10,2022
Male,Pasir Ris,Pasir Ris Park,65 - 69,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Park,65 - 69,> 100 - 120,30,2022
Male,Pasir Ris,Pasir Ris Park,65 - 69,> 120,50,2022
Male,Pasir Ris,Pasir Ris Park,70 - 74,Total*,60,2022
Male,Pasir Ris,Pasir Ris Park,70 - 74,? 60,0,2022
Male,Pasir Ris,Pasir Ris Park,70 - 74,> 60 - 80,0,2022
Male,Pasir Ris,Pasir Ris Park,70 - 74,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Park,70 - 74,> 100 - 120,20,2022
Male,Pasir Ris,Pasir Ris Park,70 - 74,> 120,30,2022
Male,Pasir Ris,Pasir Ris Park,75 - 79,Total*,40,2022
Male,Pasir Ris,Pasir Ris Park,75 - 79,? 60,0,2022
Male,Pasir Ris,Pasir Ris Park,75 - 79,> 60 - 80,0,2022
Male,Pasir Ris,Pasir Ris Park,75 - 79,> 80 - 100,10,2022
Male,Pasir Ris,Pasir Ris Park,75 - 79,> 100 - 120,10,2022
Male,Pasir Ris,Pasir Ris Park,75 - 79,> 120,20,2022
Male,Pasir Ris,Pasir Ris Park,80 - 84,Total*,20,2022
Male,Pasir Ris,Pasir Ris Park,80 - 84,> 60 - 80,0,2022
Male,Pasir Ris,Pasir Ris Park,80 - 84,> 100 - 120,10,2022
Male,Pasir Ris,Pasir Ris Park,80 - 84,> 120,10,2022
Male,Pasir Ris,Pasir Ris Park,85 - 89,Total*,10,2022
Male,Pasir Ris,Pasir Ris Park,85 - 89,? 60,0,2022
