Sex,PA,Subzone,AG,Floor Area,Population,Time
Female,Ang Mo Kio,Total,0 - 4,Total*,"2,480",2022
Female,Ang Mo Kio,Total,0 - 4,? 60,250,2022
Female,Ang Mo Kio,Total,0 - 4,> 60 - 80,500,2022
Female,Ang Mo Kio,Total,0 - 4,> 80 - 100,870,2022
Female,Ang Mo Kio,Total,0 - 4,> 100 - 120,390,2022
Female,Ang Mo Kio,Total,0 - 4,> 120,470,2022
Female,Ang Mo Kio,Total,15 - 19,Total*,"3,610",2022
Female,Ang Mo Kio,Total,15 - 19,? 60,280,2022
Female,Ang Mo Kio,Total,15 - 19,> 60 - 80,810,2022
Female,Ang Mo Kio,Total,15 - 19,> 80 - 100,970,2022
Female,Ang Mo Kio,Total,15 - 19,> 100 - 120,620,2022
Female,Ang Mo Kio,Total,15 - 19,> 120,920,2022
Female,Ang Mo Kio,Total,20 - 24,Total*,"4,010",2022
Female,Ang Mo Kio,Total,20 - 24,? 60,350,2022
Female,Ang Mo Kio,Total,20 - 24,> 60 - 80,940,2022
Female,Ang Mo Kio,Total,20 - 24,> 80 - 100,"1,140",2022
Female,Ang Mo Kio,Total,20 - 24,> 100 - 120,530,2022
Female,Ang Mo Kio,Total,20 - 24,> 120,"1,050",2022
Female,Ang Mo Kio,Total,25 - 29,Total*,"4,980",2022
Female,Ang Mo Kio,Total,25 - 29,? 60,320,2022
Female,Ang Mo Kio,Total,25 - 29,> 60 - 80,"1,270",2022
Female,Ang Mo Kio,Total,25 - 29,> 80 - 100,"1,630",2022
Female,Ang Mo Kio,Total,25 - 29,> 100 - 120,630,2022
Female,Ang Mo Kio,Total,25 - 29,> 120,"1,120",2022
Female,Ang Mo Kio,Total,30 - 34,Total*,"5,660",2022
Female,Ang Mo Kio,Total,30 - 34,? 60,310,2022
Female,Ang Mo Kio,Total,30 - 34,> 60 - 80,"1,540",2022
Female,Ang Mo Kio,Total,30 - 34,> 80 - 100,"2,040",2022
Female,Ang Mo Kio,Total,30 - 34,> 100 - 120,730,2022
Female,Ang Mo Kio,Total,30 - 34,> 120,"1,000",2022
Female,Ang Mo Kio,Total,35 - 39,Total*,"5,120",2022
Female,Ang Mo Kio,Total,35 - 39,? 60,240,2022
Female,Ang Mo Kio,Total,35 - 39,> 60 - 80,"1,460",2022
Female,Ang Mo Kio,Total,35 - 39,> 80 - 100,"1,870",2022
Female,Ang Mo Kio,Total,35 - 39,> 100 - 120,710,2022
Female,Ang Mo Kio,Total,35 - 39,> 120,820,2022
Female,Ang Mo Kio,Total,40 - 44,Total*,"5,930",2022
Female,Ang Mo Kio,Total,40 - 44,? 60,240,2022
Female,Ang Mo Kio,Total,40 - 44,> 60 - 80,"1,840",2022
Female,Ang Mo Kio,Total,40 - 44,> 80 - 100,"1,990",2022
Female,Ang Mo Kio,Total,40 - 44,> 100 - 120,940,2022
Female,Ang Mo Kio,Total,40 - 44,> 120,900,2022
Female,Ang Mo Kio,Total,45 - 49,Total*,"6,330",2022
Female,Ang Mo Kio,Total,45 - 49,? 60,270,2022
Female,Ang Mo Kio,Total,45 - 49,> 60 - 80,"1,880",2022
Female,Ang Mo Kio,Total,45 - 49,> 80 - 100,"2,020",2022
Female,Ang Mo Kio,Total,45 - 49,> 100 - 120,950,2022
Female,Ang Mo Kio,Total,45 - 49,> 120,"1,180",2022
Female,Ang Mo Kio,Total,50 - 54,Total*,"5,950",2022
Female,Ang Mo Kio,Total,50 - 54,? 60,360,2022
Female,Ang Mo Kio,Total,50 - 54,> 60 - 80,"1,830",2022
Female,Ang Mo Kio,Total,50 - 54,> 80 - 100,"1,830",2022
Female,Ang Mo Kio,Total,50 - 54,> 100 - 120,760,2022
Female,Ang Mo Kio,Total,50 - 54,> 120,"1,160",2022
Female,Ang Mo Kio,Total,55 - 59,Total*,"6,260",2022
Female,Ang Mo Kio,Total,55 - 59,? 60,440,2022
Female,Ang Mo Kio,Total,55 - 59,> 60 - 80,"1,960",2022
Female,Ang Mo Kio,Total,55 - 59,> 80 - 100,"1,980",2022
Female,Ang Mo Kio,Total,55 - 59,> 100 - 120,660,2022
Female,Ang Mo Kio,Total,55 - 59,> 120,"1,190",2022
Female,Ang Mo Kio,Total,60 - 64,Total*,"6,230",2022
Female,Ang Mo Kio,Total,60 - 64,? 60,460,2022
Female,Ang Mo Kio,Total,60 - 64,> 60 - 80,"2,010",2022
Female,Ang Mo Kio,Total,60 - 64,> 80 - 100,"1,940",2022
Female,Ang Mo Kio,Total,60 - 64,> 100 - 120,630,2022
Female,Ang Mo Kio,Total,60 - 64,> 120,"1,160",2022
Female,Ang Mo Kio,Total,65 - 69,Total*,"6,560",2022
Female,Ang Mo Kio,Total,65 - 69,? 60,510,2022
Female,Ang Mo Kio,Total,65 - 69,> 60 - 80,"2,190",2022
Female,Ang Mo Kio,Total,65 - 69,> 80 - 100,"2,140",2022
Female,Ang Mo Kio,Total,65 - 69,> 100 - 120,620,2022
Female,Ang Mo Kio,Total,65 - 69,> 120,"1,050",2022
Female,Ang Mo Kio,Total,70 - 74,Total*,"5,790",2022
Female,Ang Mo Kio,Total,70 - 74,? 60,500,2022
Female,Ang Mo Kio,Total,70 - 74,> 60 - 80,"1,920",2022
Female,Ang Mo Kio,Total,70 - 74,> 80 - 100,"1,950",2022
Female,Ang Mo Kio,Total,70 - 74,> 100 - 120,510,2022
Female,Ang Mo Kio,Total,70 - 74,> 120,860,2022
Female,Ang Mo Kio,Total,75 - 79,Total*,"3,690",2022
Female,Ang Mo Kio,Total,75 - 79,? 60,350,2022
Female,Ang Mo Kio,Total,75 - 79,> 60 - 80,"1,250",2022
Female,Ang Mo Kio,Total,75 - 79,> 80 - 100,"1,260",2022
Female,Ang Mo Kio,Total,75 - 79,> 100 - 120,300,2022
Female,Ang Mo Kio,Total,75 - 79,> 120,480,2022
Female,Ang Mo Kio,Total,80 - 84,Total*,"2,800",2022
Female,Ang Mo Kio,Total,80 - 84,? 60,230,2022
Female,Ang Mo Kio,Total,80 - 84,> 60 - 80,860,2022
Female,Ang Mo Kio,Total,80 - 84,> 80 - 100,"1,010",2022
Female,Ang Mo Kio,Total,80 - 84,> 100 - 120,210,2022
Female,Ang Mo Kio,Total,80 - 84,> 120,390,2022
Female,Ang Mo Kio,Total,85 - 89,Total*,"1,410",2022
Female,Ang Mo Kio,Total,85 - 89,? 60,120,2022
Female,Ang Mo Kio,Total,85 - 89,> 60 - 80,370,2022
Female,Ang Mo Kio,Total,85 - 89,> 80 - 100,500,2022
Female,Ang Mo Kio,Total,85 - 89,> 100 - 120,110,2022
Female,Ang Mo Kio,Total,85 - 89,> 120,210,2022
Female,Ang Mo Kio,Total,90 & Over,Total*,940,2022
Female,Ang Mo Kio,Total,90 & Over,? 60,100,2022
Female,Ang Mo Kio,Total,90 & Over,> 60 - 80,200,2022
Female,Ang Mo Kio,Total,90 & Over,> 80 - 100,340,2022
Female,Ang Mo Kio,Total,90 & Over,> 100 - 120,60,2022
Female,Ang Mo Kio,Total,90 & Over,> 120,120,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,0 - 4,Total*,80,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,0 - 4,> 60 - 80,0,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,0 - 4,> 80 - 100,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,0 - 4,> 100 - 120,50,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,0 - 4,> 120,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,15 - 19,Total*,160,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,15 - 19,> 60 - 80,0,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,15 - 19,> 80 - 100,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,15 - 19,> 100 - 120,100,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,15 - 19,> 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,20 - 24,Total*,130,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,20 - 24,> 60 - 80,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,20 - 24,> 80 - 100,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,20 - 24,> 100 - 120,80,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,20 - 24,> 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,25 - 29,Total*,130,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,25 - 29,> 60 - 80,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,25 - 29,> 80 - 100,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,25 - 29,> 100 - 120,70,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,25 - 29,> 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,30 - 34,Total*,160,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,30 - 34,> 60 - 80,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,30 - 34,> 80 - 100,40,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,30 - 34,> 100 - 120,90,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,30 - 34,> 120,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,35 - 39,Total*,200,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,35 - 39,> 60 - 80,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,35 - 39,> 80 - 100,60,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,35 - 39,> 100 - 120,100,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,35 - 39,> 120,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,40 - 44,Total*,220,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,40 - 44,> 60 - 80,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,40 - 44,> 80 - 100,50,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,40 - 44,> 100 - 120,140,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,40 - 44,> 120,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,45 - 49,Total*,250,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,45 - 49,> 60 - 80,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,45 - 49,> 80 - 100,50,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,45 - 49,> 100 - 120,160,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,45 - 49,> 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,50 - 54,Total*,190,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,50 - 54,> 60 - 80,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,50 - 54,> 80 - 100,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,50 - 54,> 100 - 120,120,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,50 - 54,> 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,55 - 59,Total*,140,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,55 - 59,> 60 - 80,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,55 - 59,> 80 - 100,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,55 - 59,> 100 - 120,80,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,55 - 59,> 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,60 - 64,Total*,160,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,60 - 64,> 60 - 80,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,60 - 64,> 80 - 100,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,60 - 64,> 100 - 120,80,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,60 - 64,> 120,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,65 - 69,Total*,150,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,65 - 69,> 60 - 80,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,65 - 69,> 80 - 100,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,65 - 69,> 100 - 120,90,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,65 - 69,> 120,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,70 - 74,Total*,140,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,70 - 74,> 60 - 80,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,70 - 74,> 80 - 100,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,70 - 74,> 100 - 120,90,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,70 - 74,> 120,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,75 - 79,Total*,80,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,75 - 79,> 60 - 80,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,75 - 79,> 80 - 100,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,75 - 79,> 100 - 120,50,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,75 - 79,> 120,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,80 - 84,Total*,60,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,80 - 84,> 60 - 80,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,80 - 84,> 80 - 100,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,80 - 84,> 100 - 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,80 - 84,> 120,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,85 - 89,Total*,40,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,85 - 89,> 60 - 80,0,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,85 - 89,> 80 - 100,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,85 - 89,> 100 - 120,30,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,85 - 89,> 120,0,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,90 & Over,Total*,20,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,90 & Over,> 60 - 80,0,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,90 & Over,> 80 - 100,0,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,90 & Over,> 100 - 120,10,2022
Female,Ang Mo Kio,Ang Mo Kio Town Centre,90 & Over,> 120,0,2022
Female,Ang Mo Kio,Cheng San,0 - 4,Total*,420,2022
Female,Ang Mo Kio,Cheng San,0 - 4,? 60,10,2022
Female,Ang Mo Kio,Cheng San,0 - 4,> 60 - 80,120,2022
Female,Ang Mo Kio,Cheng San,0 - 4,> 80 - 100,210,2022
Female,Ang Mo Kio,Cheng San,0 - 4,> 100 - 120,60,2022
Female,Ang Mo Kio,Cheng San,0 - 4,> 120,20,2022
Female,Ang Mo Kio,Cheng San,15 - 19,Total*,520,2022
Female,Ang Mo Kio,Cheng San,15 - 19,? 60,20,2022
Female,Ang Mo Kio,Cheng San,15 - 19,> 60 - 80,190,2022
Female,Ang Mo Kio,Cheng San,15 - 19,> 80 - 100,180,2022
Female,Ang Mo Kio,Cheng San,15 - 19,> 100 - 120,110,2022
Female,Ang Mo Kio,Cheng San,15 - 19,> 120,20,2022
Female,Ang Mo Kio,Cheng San,20 - 24,Total*,560,2022
Female,Ang Mo Kio,Cheng San,20 - 24,? 60,20,2022
Female,Ang Mo Kio,Cheng San,20 - 24,> 60 - 80,220,2022
Female,Ang Mo Kio,Cheng San,20 - 24,> 80 - 100,210,2022
Female,Ang Mo Kio,Cheng San,20 - 24,> 100 - 120,100,2022
Female,Ang Mo Kio,Cheng San,20 - 24,> 120,10,2022
Female,Ang Mo Kio,Cheng San,25 - 29,Total*,840,2022
Female,Ang Mo Kio,Cheng San,25 - 29,? 60,20,2022
Female,Ang Mo Kio,Cheng San,25 - 29,> 60 - 80,330,2022
Female,Ang Mo Kio,Cheng San,25 - 29,> 80 - 100,330,2022
Female,Ang Mo Kio,Cheng San,25 - 29,> 100 - 120,130,2022
Female,Ang Mo Kio,Cheng San,25 - 29,> 120,30,2022
Female,Ang Mo Kio,Cheng San,30 - 34,Total*,"1,060",2022
Female,Ang Mo Kio,Cheng San,30 - 34,? 60,20,2022
Female,Ang Mo Kio,Cheng San,30 - 34,> 60 - 80,380,2022
Female,Ang Mo Kio,Cheng San,30 - 34,> 80 - 100,490,2022
Female,Ang Mo Kio,Cheng San,30 - 34,> 100 - 120,130,2022
Female,Ang Mo Kio,Cheng San,30 - 34,> 120,30,2022
Female,Ang Mo Kio,Cheng San,35 - 39,Total*,"1,010",2022
Female,Ang Mo Kio,Cheng San,35 - 39,? 60,20,2022
Female,Ang Mo Kio,Cheng San,35 - 39,> 60 - 80,340,2022
Female,Ang Mo Kio,Cheng San,35 - 39,> 80 - 100,470,2022
Female,Ang Mo Kio,Cheng San,35 - 39,> 100 - 120,160,2022
Female,Ang Mo Kio,Cheng San,35 - 39,> 120,30,2022
Female,Ang Mo Kio,Cheng San,40 - 44,Total*,"1,100",2022
Female,Ang Mo Kio,Cheng San,40 - 44,? 60,20,2022
Female,Ang Mo Kio,Cheng San,40 - 44,> 60 - 80,420,2022
Female,Ang Mo Kio,Cheng San,40 - 44,> 80 - 100,430,2022
Female,Ang Mo Kio,Cheng San,40 - 44,> 100 - 120,210,2022
Female,Ang Mo Kio,Cheng San,40 - 44,> 120,20,2022
Female,Ang Mo Kio,Cheng San,45 - 49,Total*,"1,050",2022
Female,Ang Mo Kio,Cheng San,45 - 49,? 60,20,2022
Female,Ang Mo Kio,Cheng San,45 - 49,> 60 - 80,410,2022
Female,Ang Mo Kio,Cheng San,45 - 49,> 80 - 100,410,2022
Female,Ang Mo Kio,Cheng San,45 - 49,> 100 - 120,180,2022
Female,Ang Mo Kio,Cheng San,45 - 49,> 120,20,2022
Female,Ang Mo Kio,Cheng San,50 - 54,Total*,990,2022
Female,Ang Mo Kio,Cheng San,50 - 54,? 60,20,2022
Female,Ang Mo Kio,Cheng San,50 - 54,> 60 - 80,440,2022
Female,Ang Mo Kio,Cheng San,50 - 54,> 80 - 100,370,2022
Female,Ang Mo Kio,Cheng San,50 - 54,> 100 - 120,140,2022
Female,Ang Mo Kio,Cheng San,50 - 54,> 120,20,2022
Female,Ang Mo Kio,Cheng San,55 - 59,Total*,"1,080",2022
Female,Ang Mo Kio,Cheng San,55 - 59,? 60,30,2022
Female,Ang Mo Kio,Cheng San,55 - 59,> 60 - 80,450,2022
Female,Ang Mo Kio,Cheng San,55 - 59,> 80 - 100,440,2022
Female,Ang Mo Kio,Cheng San,55 - 59,> 100 - 120,130,2022
Female,Ang Mo Kio,Cheng San,55 - 59,> 120,20,2022
Female,Ang Mo Kio,Cheng San,60 - 64,Total*,"1,030",2022
Female,Ang Mo Kio,Cheng San,60 - 64,? 60,40,2022
Female,Ang Mo Kio,Cheng San,60 - 64,> 60 - 80,460,2022
Female,Ang Mo Kio,Cheng San,60 - 64,> 80 - 100,400,2022
Female,Ang Mo Kio,Cheng San,60 - 64,> 100 - 120,100,2022
Female,Ang Mo Kio,Cheng San,60 - 64,> 120,30,2022
Female,Ang Mo Kio,Cheng San,65 - 69,Total*,"1,210",2022
Female,Ang Mo Kio,Cheng San,65 - 69,? 60,90,2022
Female,Ang Mo Kio,Cheng San,65 - 69,> 60 - 80,500,2022
Female,Ang Mo Kio,Cheng San,65 - 69,> 80 - 100,450,2022
Female,Ang Mo Kio,Cheng San,65 - 69,> 100 - 120,140,2022
Female,Ang Mo Kio,Cheng San,65 - 69,> 120,40,2022
Female,Ang Mo Kio,Cheng San,70 - 74,Total*,"1,040",2022
Female,Ang Mo Kio,Cheng San,70 - 74,? 60,70,2022
Female,Ang Mo Kio,Cheng San,70 - 74,> 60 - 80,430,2022
Female,Ang Mo Kio,Cheng San,70 - 74,> 80 - 100,430,2022
Female,Ang Mo Kio,Cheng San,70 - 74,> 100 - 120,90,2022
Female,Ang Mo Kio,Cheng San,70 - 74,> 120,30,2022
Female,Ang Mo Kio,Cheng San,75 - 79,Total*,600,2022
Female,Ang Mo Kio,Cheng San,75 - 79,? 60,30,2022
Female,Ang Mo Kio,Cheng San,75 - 79,> 60 - 80,260,2022
Female,Ang Mo Kio,Cheng San,75 - 79,> 80 - 100,240,2022
Female,Ang Mo Kio,Cheng San,75 - 79,> 100 - 120,60,2022
Female,Ang Mo Kio,Cheng San,75 - 79,> 120,10,2022
Female,Ang Mo Kio,Cheng San,80 - 84,Total*,450,2022
Female,Ang Mo Kio,Cheng San,80 - 84,? 60,20,2022
Female,Ang Mo Kio,Cheng San,80 - 84,> 60 - 80,170,2022
Female,Ang Mo Kio,Cheng San,80 - 84,> 80 - 100,220,2022
Female,Ang Mo Kio,Cheng San,80 - 84,> 100 - 120,40,2022
Female,Ang Mo Kio,Cheng San,80 - 84,> 120,10,2022
Female,Ang Mo Kio,Cheng San,85 - 89,Total*,200,2022
Female,Ang Mo Kio,Cheng San,85 - 89,? 60,10,2022
Female,Ang Mo Kio,Cheng San,85 - 89,> 60 - 80,70,2022
Female,Ang Mo Kio,Cheng San,85 - 89,> 80 - 100,100,2022
Female,Ang Mo Kio,Cheng San,85 - 89,> 100 - 120,20,2022
Female,Ang Mo Kio,Cheng San,85 - 89,> 120,0,2022
Female,Ang Mo Kio,Cheng San,90 & Over,Total*,130,2022
Female,Ang Mo Kio,Cheng San,90 & Over,? 60,10,2022
Female,Ang Mo Kio,Cheng San,90 & Over,> 60 - 80,40,2022
Female,Ang Mo Kio,Cheng San,90 & Over,> 80 - 100,60,2022
Female,Ang Mo Kio,Cheng San,90 & Over,> 100 - 120,20,2022
Female,Ang Mo Kio,Cheng San,90 & Over,> 120,10,2022
Female,Ang Mo Kio,Chong Boon,0 - 4,Total*,370,2022
Female,Ang Mo Kio,Chong Boon,0 - 4,? 60,30,2022
Female,Ang Mo Kio,Chong Boon,0 - 4,> 60 - 80,90,2022
Female,Ang Mo Kio,Chong Boon,0 - 4,> 80 - 100,160,2022
Female,Ang Mo Kio,Chong Boon,0 - 4,> 100 - 120,80,2022
Female,Ang Mo Kio,Chong Boon,0 - 4,> 120,0,2022
Female,Ang Mo Kio,Chong Boon,15 - 19,Total*,450,2022
Female,Ang Mo Kio,Chong Boon,15 - 19,? 60,30,2022
Female,Ang Mo Kio,Chong Boon,15 - 19,> 60 - 80,170,2022
Female,Ang Mo Kio,Chong Boon,15 - 19,> 80 - 100,160,2022
Female,Ang Mo Kio,Chong Boon,15 - 19,> 100 - 120,80,2022
Female,Ang Mo Kio,Chong Boon,15 - 19,> 120,10,2022
Female,Ang Mo Kio,Chong Boon,20 - 24,Total*,590,2022
Female,Ang Mo Kio,Chong Boon,20 - 24,? 60,50,2022
Female,Ang Mo Kio,Chong Boon,20 - 24,> 60 - 80,220,2022
Female,Ang Mo Kio,Chong Boon,20 - 24,> 80 - 100,240,2022
Female,Ang Mo Kio,Chong Boon,20 - 24,> 100 - 120,60,2022
Female,Ang Mo Kio,Chong Boon,20 - 24,> 120,10,2022
Female,Ang Mo Kio,Chong Boon,25 - 29,Total*,740,2022
Female,Ang Mo Kio,Chong Boon,25 - 29,? 60,30,2022
Female,Ang Mo Kio,Chong Boon,25 - 29,> 60 - 80,270,2022
Female,Ang Mo Kio,Chong Boon,25 - 29,> 80 - 100,310,2022
Female,Ang Mo Kio,Chong Boon,25 - 29,> 100 - 120,110,2022
Female,Ang Mo Kio,Chong Boon,25 - 29,> 120,10,2022
Female,Ang Mo Kio,Chong Boon,30 - 34,Total*,940,2022
Female,Ang Mo Kio,Chong Boon,30 - 34,? 60,40,2022
Female,Ang Mo Kio,Chong Boon,30 - 34,> 60 - 80,320,2022
Female,Ang Mo Kio,Chong Boon,30 - 34,> 80 - 100,390,2022
Female,Ang Mo Kio,Chong Boon,30 - 34,> 100 - 120,160,2022
Female,Ang Mo Kio,Chong Boon,30 - 34,> 120,20,2022
Female,Ang Mo Kio,Chong Boon,35 - 39,Total*,830,2022
Female,Ang Mo Kio,Chong Boon,35 - 39,? 60,30,2022
Female,Ang Mo Kio,Chong Boon,35 - 39,> 60 - 80,290,2022
Female,Ang Mo Kio,Chong Boon,35 - 39,> 80 - 100,370,2022
Female,Ang Mo Kio,Chong Boon,35 - 39,> 100 - 120,120,2022
Female,Ang Mo Kio,Chong Boon,35 - 39,> 120,10,2022
Female,Ang Mo Kio,Chong Boon,40 - 44,Total*,880,2022
Female,Ang Mo Kio,Chong Boon,40 - 44,? 60,30,2022
Female,Ang Mo Kio,Chong Boon,40 - 44,> 60 - 80,400,2022
Female,Ang Mo Kio,Chong Boon,40 - 44,> 80 - 100,320,2022
Female,Ang Mo Kio,Chong Boon,40 - 44,> 100 - 120,120,2022
Female,Ang Mo Kio,Chong Boon,40 - 44,> 120,20,2022
Female,Ang Mo Kio,Chong Boon,45 - 49,Total*,970,2022
Female,Ang Mo Kio,Chong Boon,45 - 49,? 60,40,2022
Female,Ang Mo Kio,Chong Boon,45 - 49,> 60 - 80,410,2022
Female,Ang Mo Kio,Chong Boon,45 - 49,> 80 - 100,380,2022
Female,Ang Mo Kio,Chong Boon,45 - 49,> 100 - 120,120,2022
Female,Ang Mo Kio,Chong Boon,45 - 49,> 120,20,2022
Female,Ang Mo Kio,Chong Boon,50 - 54,Total*,900,2022
Female,Ang Mo Kio,Chong Boon,50 - 54,? 60,40,2022
Female,Ang Mo Kio,Chong Boon,50 - 54,> 60 - 80,380,2022
Female,Ang Mo Kio,Chong Boon,50 - 54,> 80 - 100,350,2022
Female,Ang Mo Kio,Chong Boon,50 - 54,> 100 - 120,120,2022
Female,Ang Mo Kio,Chong Boon,50 - 54,> 120,10,2022
Female,Ang Mo Kio,Chong Boon,55 - 59,Total*,"1,040",2022
Female,Ang Mo Kio,Chong Boon,55 - 59,? 60,70,2022
Female,Ang Mo Kio,Chong Boon,55 - 59,> 60 - 80,420,2022
Female,Ang Mo Kio,Chong Boon,55 - 59,> 80 - 100,400,2022
Female,Ang Mo Kio,Chong Boon,55 - 59,> 100 - 120,120,2022
Female,Ang Mo Kio,Chong Boon,55 - 59,> 120,20,2022
Female,Ang Mo Kio,Chong Boon,60 - 64,Total*,"1,010",2022
Female,Ang Mo Kio,Chong Boon,60 - 64,? 60,50,2022
Female,Ang Mo Kio,Chong Boon,60 - 64,> 60 - 80,440,2022
Female,Ang Mo Kio,Chong Boon,60 - 64,> 80 - 100,360,2022
Female,Ang Mo Kio,Chong Boon,60 - 64,> 100 - 120,130,2022
Female,Ang Mo Kio,Chong Boon,60 - 64,> 120,10,2022
Female,Ang Mo Kio,Chong Boon,65 - 69,Total*,"1,130",2022
Female,Ang Mo Kio,Chong Boon,65 - 69,? 60,40,2022
Female,Ang Mo Kio,Chong Boon,65 - 69,> 60 - 80,510,2022
Female,Ang Mo Kio,Chong Boon,65 - 69,> 80 - 100,400,2022
Female,Ang Mo Kio,Chong Boon,65 - 69,> 100 - 120,140,2022
Female,Ang Mo Kio,Chong Boon,65 - 69,> 120,30,2022
Female,Ang Mo Kio,Chong Boon,70 - 74,Total*,"1,000",2022
Female,Ang Mo Kio,Chong Boon,70 - 74,? 60,40,2022
Female,Ang Mo Kio,Chong Boon,70 - 74,> 60 - 80,420,2022
Female,Ang Mo Kio,Chong Boon,70 - 74,> 80 - 100,370,2022
Female,Ang Mo Kio,Chong Boon,70 - 74,> 100 - 120,130,2022
Female,Ang Mo Kio,Chong Boon,70 - 74,> 120,20,2022
