Sex,PA,Subzone,AG,Floor Area,Population,Time
Female,Novena,Malcolm,65 - 69,? 60,0,2022
Female,Novena,Malcolm,65 - 69,> 60 - 80,0,2022
Female,Novena,Malcolm,65 - 69,> 80 - 100,0,2022
Female,Novena,Malcolm,65 - 69,> 100 - 120,0,2022
Female,Novena,Malcolm,65 - 69,> 120,70,2022
Female,Novena,Malcolm,70 - 74,Total*,70,2022
Female,Novena,Malcolm,70 - 74,> 80 - 100,0,2022
Female,Novena,Malcolm,70 - 74,> 100 - 120,0,2022
Female,Novena,Malcolm,70 - 74,> 120,70,2022
Female,Novena,Malcolm,75 - 79,Total*,50,2022
Female,Novena,Malcolm,75 - 79,> 80 - 100,0,2022
Female,Novena,Malcolm,75 - 79,> 120,50,2022
Female,Novena,Malcolm,80 - 84,Total*,40,2022
Female,Novena,Malcolm,80 - 84,> 80 - 100,0,2022
Female,Novena,Malcolm,80 - 84,> 120,30,2022
Female,Novena,Malcolm,85 - 89,Total*,30,2022
Female,Novena,Malcolm,85 - 89,> 80 - 100,0,2022
Female,Novena,Malcolm,85 - 89,> 120,30,2022
Female,Novena,Malcolm,90 & Over,Total*,30,2022
Female,Novena,Malcolm,90 & Over,> 120,30,2022
Female,Novena,Moulmein,0 - 4,Total*,250,2022
Female,Novena,Moulmein,0 - 4,? 60,10,2022
Female,Novena,Moulmein,0 - 4,> 60 - 80,10,2022
Female,Novena,Moulmein,0 - 4,> 80 - 100,50,2022
Female,Novena,Moulmein,0 - 4,> 100 - 120,50,2022
Female,Novena,Moulmein,0 - 4,> 120,120,2022
Female,Novena,Moulmein,15 - 19,Total*,200,2022
Female,Novena,Moulmein,15 - 19,? 60,0,2022
Female,Novena,Moulmein,15 - 19,> 60 - 80,0,2022
Female,Novena,Moulmein,15 - 19,> 80 - 100,30,2022
Female,Novena,Moulmein,15 - 19,> 100 - 120,30,2022
Female,Novena,Moulmein,15 - 19,> 120,130,2022
Female,Novena,Moulmein,20 - 24,Total*,170,2022
Female,Novena,Moulmein,20 - 24,? 60,0,2022
Female,Novena,Moulmein,20 - 24,> 60 - 80,0,2022
Female,Novena,Moulmein,20 - 24,> 80 - 100,20,2022
Female,Novena,Moulmein,20 - 24,> 100 - 120,20,2022
Female,Novena,Moulmein,20 - 24,> 120,110,2022
Female,Novena,Moulmein,25 - 29,Total*,220,2022
Female,Novena,Moulmein,25 - 29,? 60,10,2022
Female,Novena,Moulmein,25 - 29,> 60 - 80,10,2022
Female,Novena,Moulmein,25 - 29,> 80 - 100,40,2022
Female,Novena,Moulmein,25 - 29,> 100 - 120,30,2022
Female,Novena,Moulmein,25 - 29,> 120,110,2022
Female,Novena,Moulmein,30 - 34,Total*,360,2022
Female,Novena,Moulmein,30 - 34,? 60,30,2022
Female,Novena,Moulmein,30 - 34,> 60 - 80,40,2022
Female,Novena,Moulmein,30 - 34,> 80 - 100,80,2022
Female,Novena,Moulmein,30 - 34,> 100 - 120,70,2022
Female,Novena,Moulmein,30 - 34,> 120,120,2022
Female,Novena,Moulmein,35 - 39,Total*,510,2022
Female,Novena,Moulmein,35 - 39,? 60,30,2022
Female,Novena,Moulmein,35 - 39,> 60 - 80,40,2022
Female,Novena,Moulmein,35 - 39,> 80 - 100,80,2022
Female,Novena,Moulmein,35 - 39,> 100 - 120,100,2022
Female,Novena,Moulmein,35 - 39,> 120,220,2022
Female,Novena,Moulmein,40 - 44,Total*,660,2022
Female,Novena,Moulmein,40 - 44,? 60,40,2022
Female,Novena,Moulmein,40 - 44,> 60 - 80,50,2022
Female,Novena,Moulmein,40 - 44,> 80 - 100,120,2022
Female,Novena,Moulmein,40 - 44,> 100 - 120,120,2022
Female,Novena,Moulmein,40 - 44,> 120,290,2022
Female,Novena,Moulmein,45 - 49,Total*,540,2022
Female,Novena,Moulmein,45 - 49,? 60,20,2022
Female,Novena,Moulmein,45 - 49,> 60 - 80,30,2022
Female,Novena,Moulmein,45 - 49,> 80 - 100,90,2022
Female,Novena,Moulmein,45 - 49,> 100 - 120,100,2022
Female,Novena,Moulmein,45 - 49,> 120,270,2022
Female,Novena,Moulmein,50 - 54,Total*,360,2022
Female,Novena,Moulmein,50 - 54,? 60,20,2022
Female,Novena,Moulmein,50 - 54,> 60 - 80,20,2022
Female,Novena,Moulmein,50 - 54,> 80 - 100,60,2022
Female,Novena,Moulmein,50 - 54,> 100 - 120,60,2022
Female,Novena,Moulmein,50 - 54,> 120,180,2022
Female,Novena,Moulmein,55 - 59,Total*,250,2022
Female,Novena,Moulmein,55 - 59,? 60,10,2022
Female,Novena,Moulmein,55 - 59,> 60 - 80,10,2022
Female,Novena,Moulmein,55 - 59,> 80 - 100,40,2022
Female,Novena,Moulmein,55 - 59,> 100 - 120,40,2022
Female,Novena,Moulmein,55 - 59,> 120,150,2022
Female,Novena,Moulmein,60 - 64,Total*,200,2022
Female,Novena,Moulmein,60 - 64,? 60,10,2022
Female,Novena,Moulmein,60 - 64,> 60 - 80,10,2022
Female,Novena,Moulmein,60 - 64,> 80 - 100,30,2022
Female,Novena,Moulmein,60 - 64,> 100 - 120,30,2022
Female,Novena,Moulmein,60 - 64,> 120,120,2022
Female,Novena,Moulmein,65 - 69,Total*,200,2022
Female,Novena,Moulmein,65 - 69,? 60,0,2022
Female,Novena,Moulmein,65 - 69,> 60 - 80,0,2022
Female,Novena,Moulmein,65 - 69,> 80 - 100,30,2022
Female,Novena,Moulmein,65 - 69,> 100 - 120,20,2022
Female,Novena,Moulmein,65 - 69,> 120,130,2022
Female,Novena,Moulmein,70 - 74,Total*,160,2022
Female,Novena,Moulmein,70 - 74,? 60,0,2022
Female,Novena,Moulmein,70 - 74,> 60 - 80,10,2022
Female,Novena,Moulmein,70 - 74,> 80 - 100,30,2022
Female,Novena,Moulmein,70 - 74,> 100 - 120,10,2022
Female,Novena,Moulmein,70 - 74,> 120,110,2022
Female,Novena,Moulmein,75 - 79,Total*,90,2022
Female,Novena,Moulmein,75 - 79,> 60 - 80,0,2022
Female,Novena,Moulmein,75 - 79,> 80 - 100,20,2022
Female,Novena,Moulmein,75 - 79,> 100 - 120,20,2022
Female,Novena,Moulmein,75 - 79,> 120,50,2022
Female,Novena,Moulmein,80 - 84,Total*,70,2022
Female,Novena,Moulmein,80 - 84,? 60,0,2022
Female,Novena,Moulmein,80 - 84,> 60 - 80,0,2022
Female,Novena,Moulmein,80 - 84,> 80 - 100,10,2022
Female,Novena,Moulmein,80 - 84,> 100 - 120,10,2022
Female,Novena,Moulmein,80 - 84,> 120,40,2022
Female,Novena,Moulmein,85 - 89,Total*,50,2022
Female,Novena,Moulmein,85 - 89,? 60,0,2022
Female,Novena,Moulmein,85 - 89,> 60 - 80,0,2022
Female,Novena,Moulmein,85 - 89,> 80 - 100,10,2022
Female,Novena,Moulmein,85 - 89,> 100 - 120,10,2022
Female,Novena,Moulmein,85 - 89,> 120,30,2022
Female,Novena,Moulmein,90 & Over,Total*,30,2022
Female,Novena,Moulmein,90 & Over,> 60 - 80,0,2022
Female,Novena,Moulmein,90 & Over,> 80 - 100,0,2022
Female,Novena,Moulmein,90 & Over,> 100 - 120,0,2022
Female,Novena,Moulmein,90 & Over,> 120,20,2022
Female,Novena,Mount Pleasant,0 - 4,Total*,10,2022
Female,Novena,Mount Pleasant,0 - 4,> 120,10,2022
Female,Novena,Mount Pleasant,15 - 19,Total*,30,2022
Female,Novena,Mount Pleasant,15 - 19,> 120,30,2022
Female,Novena,Mount Pleasant,20 - 24,Total*,20,2022
Female,Novena,Mount Pleasant,20 - 24,> 120,20,2022
Female,Novena,Mount Pleasant,25 - 29,Total*,30,2022
Female,Novena,Mount Pleasant,25 - 29,> 120,30,2022
Female,Novena,Mount Pleasant,30 - 34,Total*,20,2022
Female,Novena,Mount Pleasant,30 - 34,> 120,20,2022
Female,Novena,Mount Pleasant,35 - 39,Total*,20,2022
Female,Novena,Mount Pleasant,35 - 39,> 120,20,2022
Female,Novena,Mount Pleasant,40 - 44,Total*,10,2022
Female,Novena,Mount Pleasant,40 - 44,> 120,10,2022
Female,Novena,Mount Pleasant,45 - 49,Total*,20,2022
Female,Novena,Mount Pleasant,45 - 49,> 120,20,2022
Female,Novena,Mount Pleasant,50 - 54,Total*,20,2022
Female,Novena,Mount Pleasant,50 - 54,> 120,20,2022
Female,Novena,Mount Pleasant,55 - 59,Total*,30,2022
Female,Novena,Mount Pleasant,55 - 59,> 120,30,2022
Female,Novena,Mount Pleasant,60 - 64,Total*,30,2022
Female,Novena,Mount Pleasant,60 - 64,> 120,30,2022
Female,Novena,Mount Pleasant,65 - 69,Total*,30,2022
Female,Novena,Mount Pleasant,65 - 69,> 120,30,2022
Female,Novena,Mount Pleasant,70 - 74,Total*,20,2022
Female,Novena,Mount Pleasant,70 - 74,> 120,20,2022
Female,Novena,Mount Pleasant,75 - 79,Total*,20,2022
Female,Novena,Mount Pleasant,75 - 79,> 120,20,2022
Female,Novena,Mount Pleasant,80 - 84,Total*,10,2022
Female,Novena,Mount Pleasant,80 - 84,> 120,10,2022
Female,Novena,Mount Pleasant,85 - 89,Total*,10,2022
Female,Novena,Mount Pleasant,85 - 89,> 120,10,2022
Female,Novena,Mount Pleasant,90 & Over,Total*,0,2022
Female,Novena,Mount Pleasant,90 & Over,> 120,0,2022
Female,Orchard,Total,0 - 4,Total*,30,2022
Female,Orchard,Total,0 - 4,? 60,0,2022
Female,Orchard,Total,0 - 4,> 100 - 120,0,2022
Female,Orchard,Total,0 - 4,> 120,20,2022
Female,Orchard,Total,15 - 19,Total*,30,2022
Female,Orchard,Total,15 - 19,> 100 - 120,0,2022
Female,Orchard,Total,15 - 19,> 120,30,2022
Female,Orchard,Total,20 - 24,Total*,20,2022
Female,Orchard,Total,20 - 24,> 60 - 80,0,2022
Female,Orchard,Total,20 - 24,> 80 - 100,0,2022
Female,Orchard,Total,20 - 24,> 120,10,2022
Female,Orchard,Total,25 - 29,Total*,30,2022
Female,Orchard,Total,25 - 29,? 60,0,2022
Female,Orchard,Total,25 - 29,> 60 - 80,0,2022
Female,Orchard,Total,25 - 29,> 100 - 120,0,2022
Female,Orchard,Total,25 - 29,> 120,20,2022
Female,Orchard,Total,30 - 34,Total*,50,2022
Female,Orchard,Total,30 - 34,> 60 - 80,10,2022
Female,Orchard,Total,30 - 34,> 80 - 100,10,2022
Female,Orchard,Total,30 - 34,> 100 - 120,0,2022
Female,Orchard,Total,30 - 34,> 120,30,2022
Female,Orchard,Total,35 - 39,Total*,50,2022
Female,Orchard,Total,35 - 39,? 60,0,2022
Female,Orchard,Total,35 - 39,> 60 - 80,10,2022
Female,Orchard,Total,35 - 39,> 80 - 100,0,2022
Female,Orchard,Total,35 - 39,> 100 - 120,0,2022
Female,Orchard,Total,35 - 39,> 120,30,2022
Female,Orchard,Total,40 - 44,Total*,50,2022
Female,Orchard,Total,40 - 44,? 60,10,2022
Female,Orchard,Total,40 - 44,> 60 - 80,0,2022
Female,Orchard,Total,40 - 44,> 80 - 100,0,2022
Female,Orchard,Total,40 - 44,> 100 - 120,0,2022
Female,Orchard,Total,40 - 44,> 120,30,2022
Female,Orchard,Total,45 - 49,Total*,70,2022
Female,Orchard,Total,45 - 49,> 60 - 80,10,2022
Female,Orchard,Total,45 - 49,> 80 - 100,0,2022
Female,Orchard,Total,45 - 49,> 100 - 120,0,2022
Female,Orchard,Total,45 - 49,> 120,50,2022
Female,Orchard,Total,50 - 54,Total*,40,2022
Female,Orchard,Total,50 - 54,? 60,0,2022
Female,Orchard,Total,50 - 54,> 60 - 80,0,2022
Female,Orchard,Total,50 - 54,> 80 - 100,0,2022
Female,Orchard,Total,50 - 54,> 100 - 120,0,2022
Female,Orchard,Total,50 - 54,> 120,30,2022
Female,Orchard,Total,55 - 59,Total*,30,2022
Female,Orchard,Total,55 - 59,? 60,0,2022
Female,Orchard,Total,55 - 59,> 60 - 80,0,2022
Female,Orchard,Total,55 - 59,> 80 - 100,0,2022
Female,Orchard,Total,55 - 59,> 100 - 120,0,2022
Female,Orchard,Total,55 - 59,> 120,20,2022
Female,Orchard,Total,60 - 64,Total*,30,2022
Female,Orchard,Total,60 - 64,> 60 - 80,0,2022
Female,Orchard,Total,60 - 64,> 80 - 100,0,2022
Female,Orchard,Total,60 - 64,> 100 - 120,0,2022
Female,Orchard,Total,60 - 64,> 120,20,2022
Female,Orchard,Total,65 - 69,Total*,30,2022
Female,Orchard,Total,65 - 69,? 60,0,2022
Female,Orchard,Total,65 - 69,> 60 - 80,0,2022
Female,Orchard,Total,65 - 69,> 80 - 100,0,2022
Female,Orchard,Total,65 - 69,> 100 - 120,10,2022
Female,Orchard,Total,65 - 69,> 120,20,2022
Female,Orchard,Total,70 - 74,Total*,20,2022
Female,Orchard,Total,70 - 74,? 60,0,2022
Female,Orchard,Total,70 - 74,> 60 - 80,0,2022
Female,Orchard,Total,70 - 74,> 120,20,2022
Female,Orchard,Total,75 - 79,Total*,10,2022
Female,Orchard,Total,75 - 79,> 120,10,2022
Female,Orchard,Total,80 - 84,Total*,0,2022
Female,Orchard,Total,80 - 84,> 80 - 100,0,2022
Female,Orchard,Total,80 - 84,> 100 - 120,0,2022
Female,Orchard,Total,80 - 84,> 120,0,2022
Female,Orchard,Total,85 - 89,Total*,0,2022
Female,Orchard,Total,85 - 89,> 60 - 80,0,2022
Female,Orchard,Total,85 - 89,> 100 - 120,0,2022
Female,Orchard,Total,90 & Over,Total*,0,2022
Female,Orchard,Total,90 & Over,> 120,0,2022
Female,Orchard,Boulevard,0 - 4,Total*,20,2022
Female,Orchard,Boulevard,0 - 4,> 100 - 120,0,2022
Female,Orchard,Boulevard,0 - 4,> 120,10,2022
Female,Orchard,Boulevard,15 - 19,Total*,10,2022
Female,Orchard,Boulevard,15 - 19,> 120,10,2022
Female,Orchard,Boulevard,20 - 24,Total*,10,2022
Female,Orchard,Boulevard,20 - 24,> 80 - 100,0,2022
Female,Orchard,Boulevard,20 - 24,> 120,0,2022
Female,Orchard,Boulevard,25 - 29,Total*,20,2022
Female,Orchard,Boulevard,25 - 29,? 60,0,2022
Female,Orchard,Boulevard,25 - 29,> 60 - 80,0,2022
Female,Orchard,Boulevard,25 - 29,> 100 - 120,0,2022
Female,Orchard,Boulevard,25 - 29,> 120,10,2022
Female,Orchard,Boulevard,30 - 34,Total*,30,2022
Female,Orchard,Boulevard,30 - 34,> 60 - 80,10,2022
Female,Orchard,Boulevard,30 - 34,> 80 - 100,0,2022
Female,Orchard,Boulevard,30 - 34,> 100 - 120,0,2022
Female,Orchard,Boulevard,30 - 34,> 120,10,2022
Female,Orchard,Boulevard,35 - 39,Total*,20,2022
Female,Orchard,Boulevard,35 - 39,? 60,0,2022
Female,Orchard,Boulevard,35 - 39,> 60 - 80,0,2022
Female,Orchard,Boulevard,35 - 39,> 80 - 100,0,2022
Female,Orchard,Boulevard,35 - 39,> 100 - 120,0,2022
Female,Orchard,Boulevard,35 - 39,> 120,10,2022
Female,Orchard,Boulevard,40 - 44,Total*,20,2022
Female,Orchard,Boulevard,40 - 44,? 60,10,2022
Female,Orchard,Boulevard,40 - 44,> 60 - 80,0,2022
Female,Orchard,Boulevard,40 - 44,> 100 - 120,0,2022
Female,Orchard,Boulevard,40 - 44,> 120,10,2022
Female,Orchard,Boulevard,45 - 49,Total*,30,2022
Female,Orchard,Boulevard,45 - 49,> 60 - 80,0,2022
Female,Orchard,Boulevard,45 - 49,> 80 - 100,0,2022
Female,Orchard,Boulevard,45 - 49,> 100 - 120,0,2022
Female,Orchard,Boulevard,45 - 49,> 120,10,2022
Female,Orchard,Boulevard,50 - 54,Total*,10,2022
Female,Orchard,Boulevard,50 - 54,? 60,0,2022
Female,Orchard,Boulevard,50 - 54,> 80 - 100,0,2022
Female,Orchard,Boulevard,50 - 54,> 100 - 120,0,2022
Female,Orchard,Boulevard,50 - 54,> 120,10,2022
Female,Orchard,Boulevard,55 - 59,Total*,10,2022
Female,Orchard,Boulevard,55 - 59,? 60,0,2022
Female,Orchard,Boulevard,55 - 59,> 80 - 100,0,2022
Female,Orchard,Boulevard,55 - 59,> 100 - 120,0,2022
Female,Orchard,Boulevard,55 - 59,> 120,10,2022
Female,Orchard,Boulevard,60 - 64,Total*,10,2022
Female,Orchard,Boulevard,60 - 64,> 60 - 80,0,2022
Female,Orchard,Boulevard,60 - 64,> 100 - 120,0,2022
Female,Orchard,Boulevard,60 - 64,> 120,10,2022
Female,Orchard,Boulevard,65 - 69,Total*,20,2022
Female,Orchard,Boulevard,65 - 69,? 60,0,2022
Female,Orchard,Boulevard,65 - 69,> 60 - 80,0,2022
Female,Orchard,Boulevard,65 - 69,> 80 - 100,0,2022
Female,Orchard,Boulevard,65 - 69,> 100 - 120,0,2022
Female,Orchard,Boulevard,65 - 69,> 120,10,2022
Female,Orchard,Boulevard,70 - 74,Total*,10,2022
Female,Orchard,Boulevard,70 - 74,? 60,0,2022
Female,Orchard,Boulevard,70 - 74,> 60 - 80,0,2022
Female,Orchard,Boulevard,70 - 74,> 120,10,2022
Female,Orchard,Boulevard,75 - 79,Total*,10,2022
Female,Orchard,Boulevard,75 - 79,> 120,10,2022
Female,Orchard,Boulevard,80 - 84,Total*,0,2022
Female,Orchard,Boulevard,80 - 84,> 120,0,2022
Female,Orchard,Boulevard,85 - 89,Total*,0,2022
Female,Orchard,Boulevard,85 - 89,> 60 - 80,0,2022
Female,Orchard,Boulevard,85 - 89,> 100 - 120,0,2022
Female,Orchard,Boulevard,90 & Over,Total*,0,2022
Female,Orchard,Boulevard,90 & Over,> 120,0,2022
Female,Orchard,Somerset,0 - 4,Total*,0,2022
Female,Orchard,Somerset,0 - 4,? 60,0,2022
Female,Orchard,Somerset,0 - 4,> 120,0,2022
Female,Orchard,Somerset,20 - 24,Total*,10,2022
Female,Orchard,Somerset,20 - 24,> 60 - 80,0,2022
Female,Orchard,Somerset,20 - 24,> 80 - 100,0,2022
Female,Orchard,Somerset,20 - 24,> 120,0,2022
Female,Orchard,Somerset,25 - 29,Total*,10,2022
Female,Orchard,Somerset,25 - 29,> 60 - 80,0,2022
Female,Orchard,Somerset,25 - 29,> 100 - 120,0,2022
Female,Orchard,Somerset,25 - 29,> 120,0,2022
Female,Orchard,Somerset,30 - 34,Total*,10,2022
Female,Orchard,Somerset,30 - 34,> 80 - 100,0,2022
Female,Orchard,Somerset,30 - 34,> 100 - 120,0,2022
Female,Orchard,Somerset,30 - 34,> 120,0,2022
Female,Orchard,Somerset,35 - 39,Total*,10,2022
Female,Orchard,Somerset,35 - 39,? 60,0,2022
Female,Orchard,Somerset,35 - 39,> 60 - 80,0,2022
Female,Orchard,Somerset,35 - 39,> 80 - 100,0,2022
Female,Orchard,Somerset,35 - 39,> 100 - 120,0,2022
Female,Orchard,Somerset,35 - 39,> 120,0,2022
Female,Orchard,Somerset,40 - 44,Total*,10,2022
Female,Orchard,Somerset,40 - 44,? 60,0,2022
Female,Orchard,Somerset,40 - 44,> 80 - 100,0,2022
Female,Orchard,Somerset,40 - 44,> 100 - 120,0,2022
Female,Orchard,Somerset,40 - 44,> 120,0,2022
Female,Orchard,Somerset,45 - 49,Total*,10,2022
Female,Orchard,Somerset,45 - 49,> 60 - 80,0,2022
Female,Orchard,Somerset,45 - 49,> 100 - 120,0,2022
Female,Orchard,Somerset,45 - 49,> 120,0,2022
Female,Orchard,Somerset,50 - 54,Total*,10,2022
Female,Orchard,Somerset,50 - 54,? 60,0,2022
Female,Orchard,Somerset,50 - 54,> 60 - 80,0,2022
Female,Orchard,Somerset,50 - 54,> 120,0,2022
Female,Orchard,Somerset,55 - 59,Total*,10,2022
Female,Orchard,Somerset,55 - 59,> 60 - 80,0,2022
Female,Orchard,Somerset,55 - 59,> 80 - 100,0,2022
Female,Orchard,Somerset,60 - 64,Total*,10,2022
Female,Orchard,Somerset,60 - 64,> 60 - 80,0,2022
Female,Orchard,Somerset,60 - 64,> 80 - 100,0,2022
Female,Orchard,Somerset,60 - 64,> 120,0,2022
Female,Orchard,Somerset,65 - 69,Total*,10,2022
Female,Orchard,Somerset,65 - 69,? 60,0,2022
Female,Orchard,Somerset,65 - 69,> 80 - 100,0,2022
Female,Orchard,Somerset,65 - 69,> 100 - 120,0,2022
Female,Orchard,Somerset,70 - 74,Total*,0,2022
Female,Orchard,Somerset,70 - 74,> 120,0,2022
Female,Orchard,Somerset,80 - 84,Total*,0,2022
Female,Orchard,Somerset,80 - 84,> 80 - 100,0,2022
Female,Orchard,Somerset,80 - 84,> 100 - 120,0,2022
Female,Orchard,Tanglin,0 - 4,Total*,10,2022
Female,Orchard,Tanglin,0 - 4,> 120,10,2022
Female,Orchard,Tanglin,15 - 19,Total*,20,2022
Female,Orchard,Tanglin,15 - 19,> 100 - 120,0,2022
Female,Orchard,Tanglin,15 - 19,> 120,20,2022
Female,Orchard,Tanglin,20 - 24,Total*,10,2022
Female,Orchard,Tanglin,20 - 24,> 80 - 100,0,2022
Female,Orchard,Tanglin,20 - 24,> 120,10,2022
Female,Orchard,Tanglin,25 - 29,Total*,10,2022
Female,Orchard,Tanglin,25 - 29,> 120,10,2022
Female,Orchard,Tanglin,30 - 34,Total*,20,2022
Female,Orchard,Tanglin,30 - 34,> 100 - 120,0,2022
Female,Orchard,Tanglin,30 - 34,> 120,10,2022
Female,Orchard,Tanglin,35 - 39,Total*,20,2022
Female,Orchard,Tanglin,35 - 39,> 100 - 120,0,2022
Female,Orchard,Tanglin,35 - 39,> 120,20,2022
Female,Orchard,Tanglin,40 - 44,Total*,20,2022
Female,Orchard,Tanglin,40 - 44,> 80 - 100,0,2022
Female,Orchard,Tanglin,40 - 44,> 100 - 120,0,2022
Female,Orchard,Tanglin,40 - 44,> 120,20,2022
Female,Orchard,Tanglin,45 - 49,Total*,30,2022
Female,Orchard,Tanglin,45 - 49,> 100 - 120,0,2022
Female,Orchard,Tanglin,45 - 49,> 120,30,2022
Female,Orchard,Tanglin,50 - 54,Total*,20,2022
Female,Orchard,Tanglin,50 - 54,> 80 - 100,0,2022
Female,Orchard,Tanglin,50 - 54,> 100 - 120,0,2022
Female,Orchard,Tanglin,50 - 54,> 120,10,2022
Female,Orchard,Tanglin,55 - 59,Total*,10,2022
Female,Orchard,Tanglin,55 - 59,> 120,10,2022
Female,Orchard,Tanglin,60 - 64,Total*,20,2022
Female,Orchard,Tanglin,60 - 64,> 120,20,2022
Female,Orchard,Tanglin,65 - 69,Total*,10,2022
Female,Orchard,Tanglin,65 - 69,> 100 - 120,0,2022
Female,Orchard,Tanglin,65 - 69,> 120,10,2022
Female,Orchard,Tanglin,70 - 74,Total*,10,2022
Female,Orchard,Tanglin,70 - 74,> 120,10,2022
Female,Orchard,Tanglin,75 - 79,Total*,10,2022
Female,Orchard,Tanglin,75 - 79,> 120,10,2022
Female,Orchard,Tanglin,80 - 84,Total*,0,2022
Female,Orchard,Tanglin,80 - 84,> 120,0,2022
Female,Orchard,Tanglin,85 - 89,Total*,0,2022
Female,Orchard,Tanglin,85 - 89,> 100 - 120,0,2022
Female,Orchard,Tanglin,90 & Over,Total*,0,2022
Female,Orchard,Tanglin,90 & Over,> 120,0,2022
Female,Outram,Total,0 - 4,Total*,250,2022
Female,Outram,Total,0 - 4,? 60,80,2022
Female,Outram,Total,0 - 4,> 60 - 80,20,2022
Female,Outram,Total,0 - 4,> 80 - 100,100,2022
Female,Outram,Total,0 - 4,> 100 - 120,40,2022
Female,Outram,Total,0 - 4,> 120,0,2022
Female,Outram,Total,15 - 19,Total*,290,2022
Female,Outram,Total,15 - 19,? 60,110,2022
Female,Outram,Total,15 - 19,> 60 - 80,30,2022
Female,Outram,Total,15 - 19,> 80 - 100,90,2022
Female,Outram,Total,15 - 19,> 100 - 120,60,2022
Female,Outram,Total,15 - 19,> 120,10,2022
Female,Outram,Total,20 - 24,Total*,310,2022
Female,Outram,Total,20 - 24,? 60,120,2022
Female,Outram,Total,20 - 24,> 60 - 80,40,2022
Female,Outram,Total,20 - 24,> 80 - 100,90,2022
Female,Outram,Total,20 - 24,> 100 - 120,50,2022
Female,Outram,Total,20 - 24,> 120,10,2022
Female,Outram,Total,25 - 29,Total*,460,2022
Female,Outram,Total,25 - 29,? 60,150,2022
Female,Outram,Total,25 - 29,> 60 - 80,60,2022
Female,Outram,Total,25 - 29,> 80 - 100,140,2022
Female,Outram,Total,25 - 29,> 100 - 120,90,2022
Female,Outram,Total,25 - 29,> 120,20,2022
Female,Outram,Total,30 - 34,Total*,540,2022
Female,Outram,Total,30 - 34,? 60,180,2022
Female,Outram,Total,30 - 34,> 60 - 80,60,2022
Female,Outram,Total,30 - 34,> 80 - 100,180,2022
Female,Outram,Total,30 - 34,> 100 - 120,80,2022
Female,Outram,Total,30 - 34,> 120,30,2022
Female,Outram,Total,35 - 39,Total*,520,2022
Female,Outram,Total,35 - 39,? 60,170,2022
Female,Outram,Total,35 - 39,> 60 - 80,60,2022
Female,Outram,Total,35 - 39,> 80 - 100,170,2022
Female,Outram,Total,35 - 39,> 100 - 120,80,2022
Female,Outram,Total,35 - 39,> 120,30,2022
Female,Outram,Total,40 - 44,Total*,740,2022
Female,Outram,Total,40 - 44,? 60,190,2022
Female,Outram,Total,40 - 44,> 60 - 80,80,2022
Female,Outram,Total,40 - 44,> 80 - 100,310,2022
Female,Outram,Total,40 - 44,> 100 - 120,130,2022
Female,Outram,Total,40 - 44,> 120,20,2022
Female,Outram,Total,45 - 49,Total*,670,2022
Female,Outram,Total,45 - 49,? 60,180,2022
Female,Outram,Total,45 - 49,> 60 - 80,90,2022
Female,Outram,Total,45 - 49,> 80 - 100,250,2022
Female,Outram,Total,45 - 49,> 100 - 120,120,2022
Female,Outram,Total,45 - 49,> 120,20,2022
Female,Outram,Total,50 - 54,Total*,580,2022
Female,Outram,Total,50 - 54,? 60,230,2022
Female,Outram,Total,50 - 54,> 60 - 80,80,2022
Female,Outram,Total,50 - 54,> 80 - 100,170,2022
Female,Outram,Total,50 - 54,> 100 - 120,70,2022
Female,Outram,Total,50 - 54,> 120,20,2022
Female,Outram,Total,55 - 59,Total*,600,2022
Female,Outram,Total,55 - 59,? 60,250,2022
Female,Outram,Total,55 - 59,> 60 - 80,110,2022
Female,Outram,Total,55 - 59,> 80 - 100,120,2022
Female,Outram,Total,55 - 59,> 100 - 120,70,2022
Female,Outram,Total,55 - 59,> 120,30,2022
Female,Outram,Total,60 - 64,Total*,570,2022
Female,Outram,Total,60 - 64,? 60,280,2022
Female,Outram,Total,60 - 64,> 60 - 80,90,2022
Female,Outram,Total,60 - 64,> 80 - 100,120,2022
Female,Outram,Total,60 - 64,> 100 - 120,50,2022
Female,Outram,Total,60 - 64,> 120,20,2022
Female,Outram,Total,65 - 69,Total*,610,2022
Female,Outram,Total,65 - 69,? 60,300,2022
Female,Outram,Total,65 - 69,> 60 - 80,120,2022
Female,Outram,Total,65 - 69,> 80 - 100,100,2022
Female,Outram,Total,65 - 69,> 100 - 120,60,2022
Female,Outram,Total,65 - 69,> 120,20,2022
Female,Outram,Total,70 - 74,Total*,650,2022
Female,Outram,Total,70 - 74,? 60,320,2022
Female,Outram,Total,70 - 74,> 60 - 80,130,2022
Female,Outram,Total,70 - 74,> 80 - 100,110,2022
Female,Outram,Total,70 - 74,> 100 - 120,60,2022
Female,Outram,Total,70 - 74,> 120,20,2022
Female,Outram,Total,75 - 79,Total*,430,2022
Female,Outram,Total,75 - 79,? 60,230,2022
Female,Outram,Total,75 - 79,> 60 - 80,90,2022
Female,Outram,Total,75 - 79,> 80 - 100,60,2022
Female,Outram,Total,75 - 79,> 100 - 120,30,2022
Female,Outram,Total,75 - 79,> 120,10,2022
Female,Outram,Total,80 - 84,Total*,370,2022
Female,Outram,Total,80 - 84,? 60,190,2022
Female,Outram,Total,80 - 84,> 60 - 80,90,2022
